n_over_m,sparsity,condition,seed,feature,w_norm,I_i,D_i,self_drop,collateral,n_represented
2,0.99,input_at,3,10,1.3503291606903076,0.08769110590219498,0.38702982664108276,1.0002834796905518,0.05861714109778404,20
2,0.99,input_at,3,11,1.2244216203689575,0.0631272941827774,0.44508638978004456,0.9584048390388489,0.05145705118775368,20
2,0.99,input_at,3,12,1.099714994430542,0.05478585511445999,0.4105163514614105,1.001729965209961,0.05811324343085289,20
2,0.99,input_at,3,13,1.3605984449386597,0.09353891760110855,0.4288155734539032,0.9964914321899414,0.06450541317462921,20
2,0.99,input_at,3,14,1.1414897441864014,0.056522663682699203,0.4602354168891907,0.9849695563316345,0.05546698346734047,20
2,0.99,input_at,3,15,1.126097559928894,0.07394716143608093,0.37155765295028687,0.9988380670547485,0.06289297342300415,20
2,0.99,input_at,3,16,1.3130489587783813,0.10250688344240189,0.3582409918308258,1.0066968202590942,0.07156991958618164,20
2,0.99,input_at,3,17,1.2422804832458496,0.08506987988948822,0.37343817949295044,0.9659062027931213,0.04775706306099892,20
2,0.99,input_at,3,18,1.7888615131378174,0.04337802529335022,0.7323513627052307,0.9762200117111206,0.00010088775889016688,20
2,0.99,input_at,3,19,1.1913657188415527,0.0837537869811058,0.3545983135700226,0.9634301066398621,0.06647894531488419,20
2,0.99,input_at,4,0,1.0277702808380127,0.04473671317100525,0.48378458619117737,1.0023481845855713,0.04261748492717743,20
2,0.99,input_at,4,1,1.2045575380325317,0.059135887771844864,0.45623281598091125,0.9988212585449219,0.04573974013328552,20
2,0.99,input_at,4,2,1.06631600856781,0.05490654334425926,0.4537505507469177,1.0022040605545044,0.04753478616476059,20
2,0.99,input_at,4,3,1.1498421430587769,0.053032003343105316,0.4774775207042694,0.9986460208892822,0.03982304036617279,20
2,0.99,input_at,4,4,1.3274462223052979,0.07352352142333984,0.46040698885917664,0.9903473854064941,0.05087295174598694,20
2,0.99,input_at,4,5,1.0288951396942139,0.051721710711717606,0.413080096244812,1.0212712287902832,0.04277102276682854,20
2,0.99,input_at,4,6,1.1257493495941162,0.0578760989010334,0.4674989879131317,0.9982792139053345,0.04561527818441391,20
2,0.99,input_at,4,7,1.301222801208496,0.07241508364677429,0.48109695315361023,1.0011239051818848,0.041887037456035614,20
2,0.99,input_at,4,8,1.168028473854065,0.05877196043729782,0.4764634966850281,0.995134711265564,0.0330730602145195,20
2,0.99,input_at,4,9,1.237417221069336,0.07621584832668304,0.4190859794616699,0.9748708009719849,0.04537588357925415,20
2,0.99,input_at,4,10,1.1093860864639282,0.05659902095794678,0.4664410352706909,1.0009785890579224,0.04568963497877121,20
2,0.99,input_at,4,11,1.2059495449066162,0.06850392371416092,0.4259304106235504,0.9760169386863708,0.059665750712156296,20
2,0.99,input_at,4,12,1.2541680335998535,0.069752037525177,0.4320663511753082,0.9900005459785461,0.051855482161045074,20
2,0.99,input_at,4,13,1.1336182355880737,0.061409298330545425,0.4229568541049957,0.9914509057998657,0.046082280576229095,20
2,0.99,input_at,4,14,1.3860127925872803,0.0715954601764679,0.4797344207763672,0.9756544232368469,0.05492603778839111,20
2,0.99,input_at,4,15,1.1932698488235474,0.06504076719284058,0.4473273754119873,0.9811000227928162,0.050700005143880844,20
2,0.99,input_at,4,16,1.264276146888733,0.07274952530860901,0.4017099142074585,0.9909107089042664,0.07128524035215378,20
2,0.99,input_at,4,17,1.2528833150863647,0.07761767506599426,0.4044564366340637,0.9714402556419373,0.057529184967279434,20
2,0.99,input_at,4,18,1.2975845336914062,0.07457928359508514,0.4530307948589325,0.9843974709510803,0.04672253131866455,20
2,0.99,input_at,4,19,1.1593412160873413,0.07302581518888474,0.393478125333786,1.0027549266815186,0.04544893279671669,20
2,0.99,lat,0,0,2.6267306804656982,0.04995252937078476,0.6944388151168823,1.0073812007904053,0.031733207404613495,20
2,0.99,lat,0,1,2.2209455966949463,0.05555609613656998,0.5719181895256042,0.9993729591369629,0.038536638021469116,20
2,0.99,lat,0,2,2.180171251296997,0.06288361549377441,0.5503567457199097,0.9830982089042664,0.05011909082531929,20
2,0.99,lat,0,3,1.6484966278076172,0.0299487616866827,0.5926685929298401,1.001293420791626,0.01491346675902605,20
2,0.99,lat,0,4,1.7179419994354248,0.06465193629264832,0.36359721422195435,0.9916790127754211,0.039281923323869705,20
2,0.99,lat,0,5,1.5858122110366821,0.049965765327215195,0.39792677760124207,1.0010877847671509,0.03162774443626404,20
2,0.99,lat,0,6,1.9144941568374634,0.06352664530277252,0.45434069633483887,0.9938462376594543,0.05415583401918411,20
2,0.99,lat,0,7,2.2051761150360107,0.06123092398047447,0.5593681335449219,1.004329800605774,0.038154810667037964,20
2,0.99,lat,0,8,1.7156922817230225,0.0593876950442791,0.40126582980155945,0.9922969937324524,0.02961263619363308,20
2,0.99,lat,0,9,1.8917977809906006,0.0781312957406044,0.39841675758361816,1.003933072090149,0.040235139429569244,20
2,0.99,lat,0,10,2.1162538528442383,0.05470171570777893,0.5554927587509155,0.9982398152351379,0.03629230707883835,20
2,0.99,lat,0,11,1.5936672687530518,0.09442335367202759,0.2964399456977844,0.9691770672798157,0.07725616544485092,20
2,0.99,lat,0,12,1.9600516557693481,0.08645392954349518,0.4040069878101349,0.9962498545646667,0.0683504119515419,20
2,0.99,lat,0,13,1.6852294206619263,0.04704160615801811,0.4504793584346771,0.975014865398407,0.02209380827844143,20
2,0.99,lat,0,14,1.7618532180786133,0.07796507328748703,0.36257481575012207,0.9859831929206848,0.05669969692826271,20
2,0.99,lat,0,15,1.7385261058807373,0.08143911510705948,0.34361791610717773,0.9899165630340576,0.05093146860599518,20
2,0.99,lat,0,16,1.8775298595428467,0.07928808033466339,0.42376989126205444,0.9623451232910156,0.04956459626555443,20
2,0.99,lat,0,17,1.8246678113937378,0.07903832197189331,0.3784724473953247,0.9948792457580566,0.05090518668293953,20
2,0.99,lat,0,18,1.7790919542312622,0.09101579338312149,0.33897852897644043,0.9715051054954529,0.06387648731470108,20
2,0.99,lat,0,19,1.7257577180862427,0.06324177980422974,0.3971339762210846,0.9787445068359375,0.03623159974813461,20
2,0.99,lat,1,0,2.2286808490753174,0.05103639140725136,0.611869215965271,1.0179708003997803,0.043503571301698685,20
2,0.99,lat,1,1,2.3449788093566895,0.047911662608385086,0.6281478404998779,1.0058081150054932,0.0335039384663105,20
2,0.99,lat,1,2,1.7041959762573242,0.06218945235013962,0.40105605125427246,0.9686269760131836,0.030073439702391624,20
2,0.99,lat,1,3,2.2485342025756836,0.05053836479783058,0.6162723302841187,0.9937918782234192,0.03771956264972687,20
2,0.99,lat,1,4,2.2169277667999268,0.045702364295721054,0.5912600755691528,0.9930388331413269,0.02127244509756565,20
2,0.99,lat,1,5,1.9767091274261475,0.07614888995885849,0.4419199228286743,0.9675272107124329,0.03936722129583359,20
2,0.99,lat,1,6,1.9353394508361816,0.052350591868162155,0.5220913290977478,0.9983558058738708,0.04001081362366676,20
2,0.99,lat,1,7,1.674976110458374,0.07371915131807327,0.360492467880249,0.9362914562225342,0.048091042786836624,20
2,0.99,lat,1,8,2.314392328262329,0.06864562630653381,0.5117371678352356,1.0059881210327148,0.05235150828957558,20
2,0.99,lat,1,9,1.6655734777450562,0.06523662060499191,0.3406238555908203,1.0006237030029297,0.049882955849170685,20
2,0.99,lat,1,10,1.765344500541687,0.08461130410432816,0.32322102785110474,0.9853946566581726,0.050002798438072205,20
2,0.99,lat,1,11,2.00234317779541,0.0871177464723587,0.4100648760795593,0.9813902378082275,0.05290638655424118,20
2,0.99,lat,1,12,1.756317138671875,0.06900942325592041,0.394028902053833,0.989426851272583,0.057364657521247864,20
2,0.99,lat,1,13,1.934189796447754,0.0696786567568779,0.42980027198791504,0.9694432616233826,0.04163848236203194,20
2,0.99,lat,1,14,1.8697359561920166,0.0922171100974083,0.3378632068634033,0.9982612133026123,0.049213506281375885,20
2,0.99,lat,1,15,1.6846725940704346,0.06279850006103516,0.41610056161880493,0.9655143022537231,0.03980708867311478,20
2,0.99,lat,1,16,2.110236883163452,0.06445169448852539,0.5031018853187561,0.9884425401687622,0.030406540259718895,20
2,0.99,lat,1,17,1.841185450553894,0.07786744087934494,0.3748861849308014,0.9623798131942749,0.05819148197770119,20
2,0.99,lat,1,18,1.645239233970642,0.054241325706243515,0.39066436886787415,1.0009468793869019,0.03776378557085991,20
2,0.99,lat,1,19,1.6734992265701294,0.060456782579422,0.38238656520843506,0.9678013920783997,0.0348692424595356,20
2,0.99,lat,2,0,2.5664708614349365,0.05109543725848198,0.720604658126831,0.9933261871337891,0.049990568310022354,20
2,0.99,lat,2,1,2.0612685680389404,0.049420908093452454,0.6357715725898743,1.0036463737487793,0.04903170093894005,20
2,0.99,lat,2,2,1.7062593698501587,0.060826338827610016,0.4218645691871643,1.024814486503601,0.060092743486166,20
2,0.99,lat,2,3,2.091787576675415,0.060381513088941574,0.538787841796875,0.9986671209335327,0.053362179547548294,20
2,0.99,lat,2,4,1.6695665121078491,0.049828678369522095,0.3935701549053192,0.9751266837120056,0.040030453354120255,20
2,0.99,lat,2,5,2.301598072052002,0.05028199777007103,0.642244815826416,0.9994291067123413,0.045199014246463776,20
2,0.99,lat,2,6,1.6933317184448242,0.07261667400598526,0.3623307943344116,0.9932296872138977,0.04596412181854248,20
2,0.99,lat,2,7,1.790974736213684,0.07131229341030121,0.421125590801239,1.004683256149292,0.04506424069404602,20
2,0.99,lat,2,8,1.7998515367507935,0.07460364699363708,0.3797336220741272,0.9981384873390198,0.04265473410487175,20
2,0.99,lat,2,9,1.6812571287155151,0.05869929492473602,0.3898851275444031,1.002310872077942,0.03556567057967186,20
2,0.99,lat,2,10,1.9062875509262085,0.06606388837099075,0.4901893138885498,1.0044654607772827,0.05063890293240547,20
2,0.99,lat,2,11,1.757690191268921,0.05727042630314827,0.4476839601993561,0.9851229190826416,0.04853101447224617,20
2,0.99,lat,2,12,1.4912232160568237,0.056494686752557755,0.302042156457901,0.9586986899375916,0.039748091250658035,20
2,0.99,lat,2,13,1.7180061340332031,0.06314302980899811,0.429425448179245,0.9910768866539001,0.057748448103666306,20
2,0.99,lat,2,14,1.4885334968566895,0.06576027721166611,0.32232964038848877,0.9972915649414062,0.039686474949121475,20
2,0.99,lat,2,15,2.2208213806152344,0.06722968071699142,0.5549802780151367,0.999058723449707,0.04915093630552292,20
2,0.99,lat,2,16,1.6622179746627808,0.06151122227311134,0.38598743081092834,1.0072546005249023,0.03912737965583801,20
2,0.99,lat,2,17,1.9820157289505005,0.0707998052239418,0.45311951637268066,0.9799656867980957,0.04223163053393364,20
2,0.99,lat,2,18,1.8146321773529053,0.05349668860435486,0.5231561064720154,1.003361701965332,0.043454501777887344,20
2,0.99,lat,2,19,1.7105016708374023,0.07746853679418564,0.36636924743652344,1.0046634674072266,0.043927717953920364,20
2,0.99,lat,3,0,1.6367721557617188,0.023300176486372948,0.6512351632118225,1.0050238370895386,0.009800980798900127,20
2,0.99,lat,3,1,1.8876111507415771,0.06305090337991714,0.5081866979598999,1.0022958517074585,0.054928265511989594,20
2,0.99,lat,3,2,1.5256032943725586,0.037876877933740616,0.49162402749061584,1.0023019313812256,0.03489835187792778,20
2,0.99,lat,3,3,2.012932777404785,0.07689395546913147,0.47439834475517273,0.9902886748313904,0.05033420771360397,20
2,0.99,lat,3,4,2.133467197418213,0.06791850924491882,0.5117335915565491,0.9921449422836304,0.05714073404669762,20
2,0.99,lat,3,5,1.5981944799423218,0.06812343746423721,0.4128943383693695,0.9997329711914062,0.053979285061359406,20
2,0.99,lat,3,6,1.792182445526123,0.055961087346076965,0.43213072419166565,1.0057189464569092,0.04845929145812988,20
2,0.99,lat,3,7,1.9562115669250488,0.07096747308969498,0.47159716486930847,0.9963803887367249,0.039196938276290894,20
2,0.99,lat,3,8,1.6217459440231323,0.06851613521575928,0.36785727739334106,0.9927006363868713,0.05793575197458267,20
2,0.99,lat,3,9,2.408360004425049,0.07338538020849228,0.5626398324966431,0.998542845249176,0.052195481956005096,20
2,0.99,lat,3,10,1.7973439693450928,0.06688978523015976,0.4272252917289734,0.9964801669120789,0.046217162162065506,20
2,0.99,lat,3,11,1.6675512790679932,0.08680201321840286,0.3221215605735779,0.9729903340339661,0.055979855358600616,20
2,0.99,lat,3,12,1.7528215646743774,0.06397274136543274,0.39306965470314026,0.9907903671264648,0.04397307708859444,20
2,0.99,lat,3,13,2.3039424419403076,0.06959878653287888,0.5480573773384094,0.9899685978889465,0.05110350623726845,20
2,0.99,lat,3,14,1.5478298664093018,0.06690279394388199,0.37445926666259766,0.9797640442848206,0.05572741851210594,20
2,0.99,lat,3,15,1.577183485031128,0.06187043711543083,0.3379974067211151,0.9748721718788147,0.04663670063018799,20
2,0.99,lat,3,16,1.794197678565979,0.07358285784721375,0.40958380699157715,0.9971850514411926,0.0586874857544899,20
2,0.99,lat,3,17,1.541521668434143,0.07427654415369034,0.31468918919563293,0.9680551886558533,0.04498402774333954,20
2,0.99,lat,3,18,1.9766238927841187,0.0437493659555912,0.5819892287254333,0.9444981813430786,0.002164828823879361,20
2,0.99,lat,3,19,1.7400163412094116,0.08448188006877899,0.3508700132369995,1.0758411884307861,0.05023792013525963,20
2,0.99,lat,4,0,1.6828162670135498,0.051587577909231186,0.44758880138397217,0.9902439713478088,0.03752198815345764,20
2,0.99,lat,4,1,2.2029621601104736,0.05364692956209183,0.5805098414421082,1.0049089193344116,0.03487424924969673,20
2,0.99,lat,4,2,1.7269728183746338,0.051002949476242065,0.5218959450721741,0.9977190494537354,0.02740166150033474,20
2,0.99,lat,4,3,2.123779296875,0.046789832413196564,0.6127281188964844,1.0003104209899902,0.04628312960267067,20
2,0.99,lat,4,4,2.1235575675964355,0.06576145440340042,0.5276579260826111,0.9931299686431885,0.04407128319144249,20
2,0.99,lat,4,5,1.5973241329193115,0.05274863541126251,0.4410493075847626,0.9938346743583679,0.021250946447253227,20
2,0.99,lat,4,6,1.5387827157974243,0.05297096073627472,0.41910719871520996,0.9917093515396118,0.03303396329283714,20
2,0.99,lat,4,7,1.8838684558868408,0.050229597836732864,0.4954059422016144,1.0009162425994873,0.0305260568857193,20
2,0.99,lat,4,8,1.9266290664672852,0.062127579003572464,0.48832598328590393,0.9852273464202881,0.04018198326230049,20
2,0.99,lat,4,9,1.9799665212631226,0.07463464140892029,0.4446839690208435,0.971794605255127,0.03896831348538399,20
2,0.99,lat,4,10,1.7894810438156128,0.06779959052801132,0.44001275300979614,0.9948124885559082,0.03726375848054886,20
2,0.99,lat,4,11,1.8545068502426147,0.06465420871973038,0.4516066908836365,0.9797484874725342,0.04163849726319313,20
2,0.99,lat,4,12,1.7488391399383545,0.07276396453380585,0.38041558861732483,0.9760677814483643,0.04026851803064346,20
2,0.99,lat,4,13,1.7463470697402954,0.06366743892431259,0.45720675587654114,0.99761563539505,0.04300941154360771,20
2,0.99,lat,4,14,1.9469724893569946,0.06668040156364441,0.46658363938331604,0.9829948544502258,0.044304776936769485,20
2,0.99,lat,4,15,1.6646394729614258,0.06296160072088242,0.42341992259025574,0.9781402945518494,0.05430770665407181,20
2,0.99,lat,4,16,1.9161077737808228,0.06487448513507843,0.4681819677352905,0.9783722758293152,0.02492540143430233,20
2,0.99,lat,4,17,1.7794207334518433,0.08069974184036255,0.3656264543533325,0.9526306390762329,0.05075034871697426,20
2,0.99,lat,4,18,1.6871973276138306,0.05848345533013344,0.42003679275512695,0.9898663759231567,0.034739840775728226,20
2,0.99,lat,4,19,1.7365837097167969,0.0719737634062767,0.3547545075416565,0.9989118576049805,0.032005198299884796,20
4,0.8,baseline,0,0,1.2402729988098145,0.037624847143888474,0.5093156695365906,1.0089945793151855,0.050862643867731094,20
4,0.8,baseline,0,1,1.228381872177124,0.03331177309155464,0.49791353940963745,0.9942045211791992,0.05305229499936104,20
4,0.8,baseline,0,2,1.178142786026001,0.15422885119915009,0.4049290716648102,1.8278963565826416,0.03599466755986214,20
4,0.8,baseline,0,3,1.6193593740463257,0.14420093595981598,0.46890148520469666,1.0436530113220215,0.05756669119000435,20
4,0.8,baseline,0,4,1.2192612886428833,0.03345219045877457,0.49044591188430786,1.0116459131240845,0.05207875743508339,20
4,0.8,baseline,0,5,1.35666024684906,0.06538930535316467,0.46784746646881104,1.013831615447998,0.05227566137909889,20
4,0.8,baseline,0,6,1.3274613618850708,0.028896579518914223,0.5021067261695862,1.0068647861480713,0.051876623183488846,20
4,0.8,baseline,0,7,1.616524577140808,0.04613244906067848,0.49211767315864563,0.980068564414978,0.05282275378704071,20
4,0.8,baseline,0,8,1.3364802598953247,0.06449324637651443,0.45438265800476074,1.0010634660720825,0.0531967394053936,20
4,0.8,baseline,0,9,1.4331086874008179,0.03803730756044388,0.48269468545913696,0.9901382923126221,0.05343889445066452,20
4,0.8,baseline,0,10,1.5995032787322998,0.04702596738934517,0.4816270172595978,1.00676691532135,0.05130240321159363,20
4,0.8,baseline,0,11,1.2993961572647095,0.028927382081747055,0.4814358353614807,0.9907854199409485,0.05277656391263008,20
4,0.8,baseline,0,12,1.4150797128677368,0.03908715397119522,0.4697623550891876,1.0176420211791992,0.051868997514247894,20
4,0.8,baseline,0,13,1.721975326538086,0.06985443085432053,0.45813652873039246,1.0142697095870972,0.05454801395535469,20
4,0.8,baseline,0,14,1.1108930110931396,0.03922870010137558,0.4086572229862213,0.9758150577545166,0.05261436849832535,20
4,0.8,baseline,0,15,1.49261474609375,0.14260630309581757,0.39814504981040955,1.0998468399047852,0.05494947358965874,20
4,0.8,baseline,0,16,1.0968458652496338,0.5279078483581543,0.2585526704788208,1.2494161128997803,0.04595674201846123,20
4,0.8,baseline,0,17,1.6797142028808594,0.0666147843003273,0.4376745820045471,1.0369385480880737,0.05338349938392639,20
4,0.8,baseline,0,18,0.3593897819519043,0.5286357998847961,0.027666129171848297,0.20445257425308228,0.10229602456092834,20
4,0.8,baseline,0,19,0.99932461977005,0.3291645646095276,0.22836817800998688,0.6712023615837097,0.07394369691610336,20
4,0.8,baseline,1,0,1.3107753992080688,0.014377698302268982,0.8089222311973572,1.13906991481781,0.00015927280765026808,18
4,0.8,baseline,1,1,1.430430293083191,0.04022856429219246,0.48597973585128784,0.9703615307807922,0.058917250484228134,18
4,0.8,baseline,1,2,1.3200443983078003,0.032810281962156296,0.49271702766418457,1.0172566175460815,0.059488311409950256,18
4,0.8,baseline,1,3,1.3193672895431519,0.03293494135141373,0.4922964572906494,1.013743281364441,0.05968474596738815,18
4,0.8,baseline,1,4,1.5168697834014893,0.03412122651934624,0.5156375169754028,1.013784646987915,0.05595603585243225,18
4,0.8,baseline,1,5,1.4074734449386597,0.040604863315820694,0.4703492224216461,1.002954125404358,0.05695711076259613,18
4,0.8,baseline,1,6,1.5198572874069214,0.033496759831905365,0.49467819929122925,1.0095303058624268,0.057596396654844284,18
4,0.8,baseline,1,7,1.5173437595367432,0.034141186624765396,0.4936710298061371,1.0109970569610596,0.058690305799245834,18
4,0.8,baseline,1,8,1.5468775033950806,0.03062337450683117,0.4956929385662079,1.045281171798706,0.05766399949789047,18
4,0.8,baseline,1,9,1.5015690326690674,0.03318898379802704,0.48290786147117615,0.9816699028015137,0.05932590365409851,18
4,0.8,baseline,1,10,1.529264211654663,0.030534936115145683,0.4848370850086212,0.984488844871521,0.06134328991174698,18
4,0.8,baseline,1,11,1.5083214044570923,0.22183653712272644,0.44298142194747925,1.044634461402893,0.06780625134706497,18
4,0.8,baseline,1,12,1.5344798564910889,0.050600212067365646,0.4846900999546051,1.0085517168045044,0.057953130453825,18
4,0.8,baseline,1,13,1.4762578010559082,0.033817265182733536,0.4674517810344696,1.0011714696884155,0.05927307531237602,18
4,0.8,baseline,1,14,1.0853568315505981,0.5375145077705383,0.37433889508247375,1.3543943166732788,0.01060509029775858,18
4,0.8,baseline,1,15,1.4700387716293335,0.21717247366905212,0.4211168587207794,1.1678063869476318,0.06143811345100403,18
4,0.8,baseline,1,16,1.499072551727295,0.049122873693704605,0.46263763308525085,0.9900326728820801,0.05935343727469444,18
4,0.8,baseline,1,17,1.3927531242370605,0.03381606191396713,0.4341919720172882,0.95506751537323,0.05952363833785057,18
4,0.8,baseline,2,0,1.354644536972046,0.048376329243183136,0.49472251534461975,1.0162250995635986,0.055257100611925125,19
4,0.8,baseline,2,1,0.9486035704612732,0.06435484439134598,0.7532106041908264,1.2291913032531738,-3.666886186692864e-05,19
4,0.8,baseline,2,2,1.3053600788116455,0.04733881726861,0.5135670304298401,1.0291626453399658,0.05460834130644798,19
4,0.8,baseline,2,3,1.37531316280365,0.06677494198083878,0.5194265842437744,0.9881722927093506,0.05490802228450775,19
4,0.8,baseline,2,4,1.599493384361267,0.04404856264591217,0.5310327410697937,0.9962407350540161,0.05398224666714668,19
4,0.8,baseline,2,5,1.4277077913284302,0.047020770609378815,0.49728846549987793,1.0182533264160156,0.05476660653948784,19
4,0.8,baseline,2,6,1.5432697534561157,0.0380193293094635,0.48713746666908264,0.9883677959442139,0.0576544851064682,19
4,0.8,baseline,2,7,1.5347421169281006,0.038091644644737244,0.4818376302719116,1.039154291152954,0.054818615317344666,19
4,0.8,baseline,2,8,1.3921607732772827,0.03152015432715416,0.5079399347305298,1.015887975692749,0.056853294372558594,19
4,0.8,baseline,2,9,1.2493492364883423,0.04734344035387039,0.4701352119445801,0.984861433506012,0.057016804814338684,19
4,0.8,baseline,2,10,1.2840391397476196,0.0486912876367569,0.4443541467189789,0.9957934617996216,0.0563507005572319,19
4,0.8,baseline,2,11,1.3835630416870117,0.046953555196523666,0.4667521119117737,0.9872840046882629,0.05645594373345375,19
4,0.8,baseline,2,12,1.6781903505325317,0.04931576922535896,0.49477943778038025,1.0078661441802979,0.05529506504535675,19
4,0.8,baseline,2,13,1.3541406393051147,0.03181701898574829,0.480270653963089,1.0250507593154907,0.056198034435510635,19
4,0.8,baseline,2,14,1.6646275520324707,0.04904903471469879,0.4869386851787567,0.9967476725578308,0.05597572773694992,19
4,0.8,baseline,2,15,1.2737025022506714,0.06760822236537933,0.44522833824157715,0.9894895553588867,0.0547017864882946,19
4,0.8,baseline,2,16,1.4800500869750977,0.04401245713233948,0.4548620879650116,0.9742926359176636,0.05524439737200737,19
4,0.8,baseline,2,17,0.3342320919036865,0.43376395106315613,0.07932364195585251,0.25091665983200073,0.05959245190024376,19
4,0.8,baseline,2,18,0.8031907677650452,0.4354090988636017,0.475553959608078,1.0416007041931152,0.015459032729268074,19
4,0.8,baseline,3,0,1.2406495809555054,0.03548857942223549,0.4884226322174072,1.0059375762939453,0.05976129323244095,18
4,0.8,baseline,3,1,1.237044095993042,0.03561755642294884,0.48556363582611084,1.0176788568496704,0.059061575680971146,18
4,0.8,baseline,3,2,1.0876201391220093,0.05716186761856079,0.7623656988143921,1.1836339235305786,0.0003000858414452523,18
4,0.8,baseline,3,3,1.5934962034225464,0.08775139600038528,0.5207651257514954,1.0041542053222656,0.05731329321861267,18
4,0.8,baseline,3,4,1.4112555980682373,0.04099661111831665,0.5015472769737244,1.0106124877929688,0.05921214446425438,18
4,0.8,baseline,3,5,1.3205804824829102,0.03241468966007233,0.4763003885746002,1.0225006341934204,0.0594639852643013,18
4,0.8,baseline,3,6,1.315480351448059,0.03205078840255737,0.4731500744819641,1.014007806777954,0.05998741835355759,18
4,0.8,baseline,3,7,1.3857475519180298,0.03756951913237572,0.4907076358795166,1.0346184968948364,0.059634286910295486,18
4,0.8,baseline,3,8,1.3842194080352783,0.03692261502146721,0.4901498854160309,1.0172972679138184,0.060786694288253784,18
4,0.8,baseline,3,9,1.7797729969024658,0.11153549700975418,0.4961528778076172,1.0039103031158447,0.059673890471458435,18
4,0.8,baseline,3,10,1.4849610328674316,0.04202623292803764,0.49365177750587463,0.9968833923339844,0.061017245054244995,18
4,0.8,baseline,3,11,1.357186198234558,0.04088010638952255,0.46400147676467896,1.0087043046951294,0.059320300817489624,18
4,0.8,baseline,3,12,1.5635560750961304,0.03374868631362915,0.48895639181137085,0.9776075482368469,0.058963656425476074,18
4,0.8,baseline,3,13,1.4698759317398071,0.04301184043288231,0.483492910861969,1.0385231971740723,0.0584271065890789,18
4,0.8,baseline,3,14,0.9644961357116699,0.5257507562637329,0.32492393255233765,1.6374503374099731,0.006508519407361746,18
4,0.8,baseline,3,15,1.5517653226852417,0.034578949213027954,0.48139917850494385,1.004345178604126,0.057160526514053345,18
4,0.8,baseline,3,16,1.4582314491271973,0.09006917476654053,0.4354771077632904,0.9738783836364746,0.05875778570771217,18
4,0.8,baseline,3,17,1.7122869491577148,0.1136050820350647,0.4588651955127716,1.0142467021942139,0.058730218559503555,18
4,0.8,baseline,4,0,1.554938554763794,0.0199815072119236,0.9616611003875732,1.1467983722686768,2.5217186703230254e-05,18
4,0.8,baseline,4,1,1.4266632795333862,0.09556218981742859,0.4853879511356354,1.031718134880066,0.058917466551065445,18
4,0.8,baseline,4,2,1.3749052286148071,0.11602237820625305,0.5115747451782227,0.9965721964836121,0.05932141840457916,18
4,0.8,baseline,4,3,1.8466566801071167,0.08728852868080139,0.9751058220863342,1.138556718826294,-5.216299996391172e-06,18
4,0.8,baseline,4,4,1.4497132301330566,0.059135325253009796,0.5001350045204163,1.0135397911071777,0.060500819236040115,18
4,0.8,baseline,4,5,1.4410258531570435,0.05911872163414955,0.4941556453704834,1.0296623706817627,0.05955749377608299,18
4,0.8,baseline,4,6,1.519103765487671,0.06324181705713272,0.49856942892074585,1.0074533224105835,0.058777157217264175,18
4,0.8,baseline,4,7,1.3855526447296143,0.095594123005867,0.457614541053772,1.0037001371383667,0.060536932200193405,18
4,0.8,baseline,4,8,1.5177500247955322,0.09193810075521469,0.49557656049728394,1.0297530889511108,0.0574391633272171,18
4,0.8,baseline,4,9,1.3275023698806763,0.11612284183502197,0.47703760862350464,1.0093811750411987,0.05858980864286423,18
4,0.8,baseline,4,10,1.573304295539856,0.07372646033763885,0.5058242678642273,0.9979814291000366,0.0584675632417202,18
4,0.8,baseline,4,11,1.4928784370422363,0.09187337756156921,0.47930699586868286,0.9775596261024475,0.0604592002928257,18
4,0.8,baseline,4,12,1.3880590200424194,0.09008102118968964,0.3502964675426483,1.2907453775405884,0.07567368447780609,18
4,0.8,baseline,4,13,1.4784005880355835,0.06325098127126694,0.47246652841567993,1.0024381875991821,0.059179097414016724,18
4,0.8,baseline,4,14,1.3343130350112915,0.10483900457620621,0.3223920166492462,1.385037899017334,0.08139805495738983,18
4,0.8,baseline,4,15,1.5375235080718994,0.07363629341125488,0.48322734236717224,0.9958450794219971,0.05863351374864578,18
4,0.8,baseline,4,16,1.3596588373184204,0.09012561291456223,0.33558177947998047,1.2801684141159058,0.07590321451425552,18
4,0.8,baseline,4,18,1.3112092018127441,0.10495901107788086,0.31179603934288025,1.3756139278411865,0.08225078880786896,18
4,0.8,input_at,0,0,1.0564340353012085,0.008684666827321053,0.7576982975006104,1.218289852142334,0.00027173905982635915,18
4,0.8,input_at,0,1,1.1622189283370972,0.030979296192526817,0.49426448345184326,1.0111253261566162,0.058495212346315384,18
4,0.8,input_at,0,2,0.9512704610824585,0.009979847818613052,0.681402325630188,1.2630209922790527,0.0007891491986811161,18
4,0.8,input_at,0,3,1.2725718021392822,0.04979940131306648,0.4724620282649994,1.001084804534912,0.059601712971925735,18
4,0.8,input_at,0,4,1.1619453430175781,0.030974458903074265,0.49400946497917175,1.0023982524871826,0.05900317057967186,18
4,0.8,input_at,0,5,1.1137059926986694,0.061956681311130524,0.5558459162712097,1.4135268926620483,0.005801785737276077,18
4,0.8,input_at,0,6,1.3475171327590942,0.035286374390125275,0.49134406447410583,0.9992424249649048,0.05986759811639786,18
4,0.8,input_at,0,7,1.561812400817871,0.07907363772392273,0.44483691453933716,1.0360194444656372,0.05961877480149269,18
