n_over_m,sparsity,condition,seed,feature,w_norm,I_i,D_i,self_drop,collateral,n_represented
2,0.8,baseline,1,1,1.291251540184021,0.05301196873188019,0.5397335886955261,1.040425419807434,0.05714934319257736,18
2,0.8,baseline,1,2,1.3358049392700195,0.084483303129673,0.46152737736701965,1.053938627243042,0.06064571440219879,18
2,0.8,baseline,1,3,1.3237541913986206,0.08422265946865082,0.4532608389854431,1.0368553400039673,0.0618143230676651,18
2,0.8,baseline,1,4,1.527904987335205,0.05674341320991516,0.5502386689186096,0.9979076385498047,0.0552511066198349,18
2,0.8,baseline,1,5,1.5463303327560425,0.063687264919281,0.5024370551109314,1.0229129791259766,0.05724611505866051,18
2,0.8,baseline,1,6,1.4974440336227417,0.06197427958250046,0.4923277497291565,1.0450773239135742,0.05828552693128586,18
2,0.8,baseline,1,7,1.563376545906067,0.0557374469935894,0.5092543363571167,1.0242490768432617,0.057083193212747574,18
2,0.8,baseline,1,8,1.4796799421310425,0.06167593225836754,0.48090142011642456,0.9938275218009949,0.06145607680082321,18
2,0.8,baseline,1,9,1.5392283201217651,0.05576019361615181,0.49150121212005615,1.0252676010131836,0.05908207222819328,18
2,0.8,baseline,1,10,1.5871193408966064,0.0605073906481266,0.492011159658432,1.0003178119659424,0.05979590490460396,18
2,0.8,baseline,1,11,1.5238275527954102,0.05578576400876045,0.4817119538784027,1.0060954093933105,0.060148805379867554,18
2,0.8,baseline,1,12,1.5706418752670288,0.06072099506855011,0.48172104358673096,1.017693042755127,0.0586581826210022,18
2,0.8,baseline,1,13,1.5210460424423218,0.05554662272334099,0.48217132687568665,0.9743927121162415,0.060167599469423294,18
2,0.8,baseline,1,14,1.185904860496521,0.05300376936793327,0.4553401470184326,0.9772817492485046,0.060913555324077606,18
