n,m,n_over_m,sparsity,condition,seed,feature,w_norm,represented,D_groundtruth,top1_evr,pr,r_set1,r_set2,sat_set1,sat_set2
20,10,2,0.8,baseline,1,11,1.5238275527954102,1,0.4817119538784027,0.351041704416275,5.54367733001709,0.1658128947019577,0.6765946745872498,0.0,0.0
20,10,2,0.8,baseline,1,12,1.5706418752670288,1,0.48172104358673096,0.36452287435531616,5.325310230255127,0.16579703986644745,0.6569619178771973,0.0,0.0
20,10,2,0.8,baseline,1,13,1.5210460424423218,1,0.48217132687568665,0.32959654927253723,5.858724117279053,0.17054159939289093,0.6663116812705994,0.0,0.0
20,10,2,0.8,baseline,1,14,1.185904860496521,1,0.4553401470184326,0.2353682667016983,7.430259704589844,0.15082742273807526,0.5966159105300903,0.0,0.0
20,10,2,0.8,baseline,1,15,0.8334810137748718,1,0.3297887444496155,0.17444650828838348,8.536494255065918,0.07085547596216202,0.27471041679382324,0.0,0.0
20,10,2,0.8,baseline,1,16,1.4458454847335815,1,0.43911218643188477,0.31632426381111145,6.11582088470459,0.17008382081985474,0.6737856268882751,0.0,0.0
20,10,2,0.8,baseline,1,17,0.22547978162765503,0,0.024678288027644157,0.17040255665779114,8.28014850616455,0.22558943927288055,1.0249522924423218,0.0,0.0
20,10,2,0.8,baseline,1,18,0.1939426064491272,0,0.018114784732460976,0.16931338608264923,8.211990356445312,0.2638520896434784,1.21402108669281,0.0,0.0
20,10,2,0.8,baseline,1,19,1.350277304649353,1,0.42940467596054077,0.29927366971969604,6.378019332885742,0.18691043555736542,0.7384151220321655,0.0,0.0
20,10,2,0.8,baseline,2,0,1.0190404653549194,1,0.7783148884773254,0.20359712839126587,7.926999568939209,0.08721954375505447,0.3580605685710907,0.0,0.0
