n_over_m,sparsity,condition,seed,newfeat,grad_norm_init,fvu_new_end,fvu_old_start,fvu_old_end,forgetting,reach_traj,clean_traj
2,0.9,baseline,0,14,3.00974178314209,0.00014449676382355392,0.04272390902042389,0.05202440917491913,0.00930050015449524,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,0,15,0.9024324417114258,0.00016186173888854682,0.04340615123510361,0.05395974591374397,0.010553594678640366,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,0,16,0.15102103352546692,0.00013069053238723427,0.0396239273250103,0.04789477959275246,0.008270852267742157,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,0,17,25.442955017089844,0.0021850578486919403,0.04215919226408005,0.07842083275318146,0.03626164048910141,0:0;25:0;50:0;75:0;100:0;150:0;250:0;400:0;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:0;400:0;700:0;1100:1;1500:1
2,0.9,baseline,0,18,6.880009651184082,0.0003695143386721611,0.03653416782617569,0.057686176151037216,0.021152008324861526,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,0,19,0.4937555193901062,0.0001370890677208081,0.04232768341898918,0.049736734479665756,0.007409051060676575,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,1,14,4.832056522369385,0.00035650734207592905,0.03915770724415779,0.04959553852677345,0.010437831282615662,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:0;400:0;700:1;1100:1;1500:1
2,0.9,baseline,1,15,10.121870994567871,0.0011081901611760259,0.035678185522556305,0.06571818888187408,0.03004000335931778,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:0;400:0;700:0;1100:1;1500:1
2,0.9,baseline,1,16,3.9110732078552246,0.0006174215814098716,0.042359545826911926,0.053963057696819305,0.01160351186990738,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,1,17,4.313212871551514,0.0002834438637364656,0.040078721940517426,0.05074723809957504,0.010668516159057617,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,1,18,0.8758028149604797,0.00010097541235154495,0.041073594242334366,0.048699818551540375,0.007626224309206009,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,1,19,5.7987284660339355,0.0006716449279338121,0.036761198192834854,0.048689357936382294,0.01192815974354744,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,2,14,4.566925525665283,0.00018446988542564213,0.03399720788002014,0.04168810322880745,0.007690895348787308,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:1;75:1;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,2,15,6.150469779968262,0.0004842652415391058,0.027320461347699165,0.03794853016734123,0.010628068819642067,0:0;25:0;50:0;75:0;100:0;150:0;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:0;250:0;400:0;700:1;1100:1;1500:1
2,0.9,baseline,2,16,3.0999629497528076,5.75144040340092e-05,0.029549183323979378,0.03865239769220352,0.009103214368224144,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:0;150:1;250:1;400:1;700:1;1100:1;1500:1
2,0.9,baseline,2,17,0.6749672889709473,3.722852488863282e-05,0.03402754291892052,0.041271891444921494,0.0072443485260009766,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1,0:0;25:0;50:0;75:0;100:1;150:1;250:1;400:1;700:1;1100:1;1500:1
